Fitzroy Crossing Hospital,Public,Fallon Road,"Fitzroy Crossing, WA 6765","
08 9166 1777
",http://www.health.wa.gov.au/services/detail.cfm?Unit_ID=58,< 50,Member of Ramsay Health Care Australia Pty Ltd,"['Emergency services', 'Maintenance renal dialysis unit']"
Flinders Island Multi Purpose Centre,Public,James Street,"Whitemark, Tas 7255","
03 6359 2122
",http://www.dhhs.tas.gov.au/service_information/service_delivery_points/flinders_island_multi-purpose_centre,< 50,Member of Ramsay Health Care Australia Pty Ltd,[]
Flinders Medical Centre,Public,Flinders Drive,"Bedford Park, SA 5042","
08 8204 5511
",http://www.flinders.sa.gov.au,> 500,Member of Ramsay Health Care Australia Pty Ltd,"['Acute renal dialysis unit', 'AIDS unit', 'Cardiac surgery unit', 'Clinical genetics unit', 'Coronary care unit', 'Diabetes unit', 'Domiciliary care unit', 'Emergency department', 'Epilepsy centre', 'Geriatric assessment unit', 'In vitro fertilisation unit', 'Infectious diseases unit', 'Intensive care unit', 'Liver transplantation unit', 'Maintenance renal dialysis unit', 'Major plastic or reconstructive surgery unit', 'Neonatal intensive care unit', 'Neurosurgical unit', 'Obstetric services', 'Oncology unit', 'Paediatric service', 'Psychiatric unit']"
Flinders Private Hospital,Private,1 Flinders Drive,"Bedford Park, SA 5042","
08 8275 3333
",http://www.flindersprivatehospital.org.au,100–199,Member of Healthscope,"['Coronary care unit', 'Intensive care unit', 'Obstetric services', 'Paediatric service']"
Forster Private Hospital,Private,29-41 South Street,"Forster, NSW 2428","
02 6555 1333
",http://www.pulsehealth.net.au,50–99,Member of Healthe Care,['Hospice care unit']
Frances Perry House,Private,"Levels 6 and 7, Corner of Grattan Street and Flemington Road","Parkville, Vic 3052","
03 9344 5000
",http://www.francesperryhouse.com.au,100–199,Member of Ramsay Health Care Australia Pty Ltd,['Obstetric services']
Frankston Hospital,Public,2 Hastings Road,"Frankston, Vic 3199","
03 9784 7777
",http://www.francesperryhouse.com.au,200–500,Member of Ramsay Health Care Australia Pty Ltd,"['Acute renal dialysis unit', 'Coronary care unit', 'Diabetes unit', 'Domiciliary care unit', 'Emergency department', 'Infectious diseases unit', 'Intensive care unit', 'Maintenance renal dialysis unit', 'Major plastic or reconstructive surgery unit', 'Obstetric services', 'Oncology unit', 'Paediatric service', 'Psychiatric unit', 'Sleep centre']"
Frankston Private Hospital,Private,24-28 Frankston Flinders Road,"Frankston, Vic 3199","
03 8796 1300
",http://frankstonprivatehospital.com.au,50–99,Member of Healthscope,[]
Fremantle Hospital,Public,Alma Street,"Fremantle, WA 6160","
08 9431 3333
",http://www.fhhs.health.wa.gov.au,200–500,Member of Healthscope,"['Acute renal dialysis unit', 'Cardiac surgery unit', 'Coronary care unit', 'Diabetes unit', 'Geriatric assessment unit', 'Infectious diseases unit', 'Intensive care unit', 'Maintenance renal dialysis unit', 'Major plastic or reconstructive surgery unit', 'Oncology unit', 'Paediatric service', 'Psychiatric unit', 'Rehabilitation unit']"
Friendly Society Private Hospital,Private,19-23 Bingera Street,"Bundaberg, Qld 4670","
07 4331 1000
",https://thefriendlies.org.au,100–199,,"['Coronary care unit', 'Intensive care unit', 'Oncology unit']"
Fullarton Private Hospital,Private,293-295 Fullarton Road,"Parkside, SA 5063","
08 8272 0233
",http://www.fullartonprivate.com.au/,< 50,Member of Ramsay Health Care Australia Pty Ltd,['Psychiatric unit']
Gatton Hospital,Public,97-103 William Street,"Gatton, Qld 4343","
07 5468 4188
",http://www.health.qld.gov.au/services/westmoreton/gatton-hs.asp,< 50,Member of Ramsay Health Care Australia Pty Ltd,['Emergency services']
Gawler Health Service,Public,21 Hutchinson Road,"Gawler East, SA 5118","
08 8521 2000
",http://www.sahealth.sa.gov.au/gawlerhospital,50–99,Member of Ramsay Health Care Australia Pty Ltd,"['Domiciliary care unit', 'Emergency department', 'Hospice care unit', 'Obstetric services']"
Gayndah Hospital,Public,69 Warton Street,"Gayndah, Qld 4625","
07 4161 3500
",http://www.health.qld.gov.au/services/widebay/wb-gayndah.asp,< 50,Member of Ramsay Health Care Australia Pty Ltd,['Emergency services']
Geelong Private Hospital,Private,Corner of Bellerine and Ryrie Streets,"Geelong, Vic 3220","
03 5226 1600
",http://www.geelongprivatehospital.com.au,50–99,Member of Healthscope,['Coronary care unit']
George Town Hospital and Community Health Centre,Public,47 Anne Street,"George Town, Tas 7253","
03 6702 6020
",http://www.dhhs.tas.gov.au/service_information/service_delivery_points/george_town_district_hospital_and_community_health_centre,< 50,Member of Healthscope,[]
Geraldton Hospital,Public,51-85 Shenton Street,"Geraldton, WA 6530","
08 9956 2222
",http://www.health.wa.gov.au/services/detail.cfm?Unit_ID=64,50–99,Member of Healthscope,"['Domiciliary care unit', 'Emergency department', 'Geriatric assessment unit', 'Maintenance renal dialysis unit', 'Obstetric services', 'Oncology unit', 'Paediatric service', 'Rehabilitation unit']"
Gilgandra Multi Purpose Service,Public,6 Chelmsford Avenue,"Gilgandra, NSW 2827","
02 6880 5900
",http://www.health.wa.gov.au/services/detail.cfm?Unit_ID=64,< 50,Member of Healthscope,"['Domiciliary care unit', 'Emergency department', 'Nursing home care unit']"
Gin Gin Hospital,Public,5 King Street,"Gin Gin, Qld 4671","
07 4157 2222
",http://www.health.qld.gov.au/services/widebay/wb-gingin.asp,< 50,Member of Healthscope,['Emergency services']
Gippsland Southern Health Service - Korumburra,Public,69-75 Bridge Street,"Korumburra, Vic 3950","
03 5654 2777
",http://www.health.qld.gov.au/services/widebay/wb-gingin.asp,< 50,Member of Healthscope,"['Emergency services', 'Nursing home care unit']"
Gippsland Southern Health Service - Leongatha,Public,66 Koonawarra Road,"Leongatha, Vic 3953","
03 5667 5555
",http://www.health.qld.gov.au/services/widebay/wb-gingin.asp,< 50,Member of Healthscope,"['Emergency services', 'Nursing home care unit']"
Gladstone Hospital,Public,Park Street,"Gladstone, Qld 4680","
07 4976 3200
",http://www.health.qld.gov.au/services/central-queensland/gladstone.asp,50–99,Member of Healthscope,"['Coronary care unit', 'Emergency department', 'Maintenance renal dialysis unit', 'Obstetric services', 'Paediatric service']"
Glen Eira Day Surgery,Private,544 Hawthorn Road,"Caulfield South, Vic 3162","
03 9595 6600
",http://www.caulfieldendoscopy.com.au,< 50,,[]
Glen Innes Hospital,Public,94 Taylor Street,"Glen Innes, NSW 2370","
02 6739 0200
",http://www.caulfieldendoscopy.com.au,< 50,,"['Domiciliary care unit', 'Emergency department', 'Hospice care unit', 'Obstetric services']"
Glenelg Community Hospital Inc,Private,5 Farrell Street,"Glenelg South, SA 5045","
08 8294 5555
",http://www.glenelghosp.com.au,< 50,,[]
Glenferrie Private Hospital,Private,29 Hilda Crescent,"Hawthorn, Vic 3122","
03 9009 3800
",http://www.glenelghosp.com.au,< 50,Member of Ramsay Health Care Australia Pty Ltd,[]
Glengarry Private Hospital,Private,53 Arnisdale Road,"Duncraig, WA 6023","
08 9447 0111
",http://www.glengarryprivate.com.au,100–199,Member of Ramsay Health Care Australia Pty Ltd,['Obstetric services']
Glenside Health Services,Public,226 Fullarton Road,"Glenside, SA 5065","
08 7087 1000
",http://www.sahealth.sa.gov.au/wps/wcm/connect/public+content/sa+health+internet/health+services/mental+health+services,100–199,Member of Ramsay Health Care Australia Pty Ltd,"['Alcohol and drug unit', 'Psychiatric unit', 'Rehabilitation unit']"
Gloucester Hospital,Public,166-182 Church Street,"Gloucester, NSW 2422","
02 6538 5000
",http://www.sahealth.sa.gov.au/wps/wcm/connect/public+content/sa+health+internet/health+services/mental+health+services,< 50,Member of Ramsay Health Care Australia Pty Ltd,"['Domiciliary care unit', 'Emergency department', 'Geriatric assessment unit', 'Nursing home care unit', 'Obstetric services']"
Gnowangerup Hospital,Public,Yougenup Road,"Gnowangerup, WA 6335","
08 9827 2222
",http://www.health.wa.gov.au/services/detail.cfm?Unit_ID=68,< 50,Member of Ramsay Health Care Australia Pty Ltd,"['Domiciliary care unit', 'Emergency services', 'Hospice care unit', 'Nursing home care unit']"
Gold Coast University Hospital,Public,1 Hospital Boulevard,"Southport, Qld 4215","
07 5687 0000
",http://www.health.qld.gov.au/goldcoasthealth,> 500,Member of Ramsay Health Care Australia Pty Ltd,"['Acute renal dialysis unit', 'Alcohol and drug unit', 'Coronary care unit', 'Diabetes unit', 'Domiciliary care unit', 'Emergency department', 'Geriatric assessment unit', 'Hospice care unit', 'Infectious diseases unit', 'Intensive care unit', 'Maintenance renal dialysis unit', 'Neonatal intensive care unit', 'Neurosurgical unit', 'Obstetric services', 'Oncology unit', 'Paediatric service', 'Psychiatric unit', 'Rehabilitation unit', 'Sleep centre']"
Golf Links Road Rehabilitation Centre,Public,125 Golf Links Road,"Frankston, Vic 3199","
03 9783 7277
",http://www.peninsulahealth.org.au/locations/golf-links-road-rehabilitation-centre/,50–99,Member of Ramsay Health Care Australia Pty Ltd,"['Geriatric assessment unit', 'Hospice care unit', 'Nursing home care unit', 'Rehabilitation unit']"
Goodooga Health Service,Public,49 Hammond Street,"Goodooga, NSW 2831","
02 6820 6200
",http://www.peninsulahealth.org.au/locations/golf-links-road-rehabilitation-centre/,< 50,Member of Ramsay Health Care Australia Pty Ltd,['Domiciliary care unit']
Goomalling Hospital,Public,Forrest Street,"Goomalling, WA 6460","
08 9629 0100
",http://www.health.wa.gov.au/services/detail.cfm?Unit_ID=70,< 50,Member of Ramsay Health Care Australia Pty Ltd,"['Domiciliary care unit', 'Emergency services', 'Hospice care unit', 'Nursing home care unit']"
Goondiwindi Hospital,Public,Bowen Street,"Goondiwindi, Qld 4390","
07 4578 2400
",http://www.health.qld.gov.au/services/darlingdowns/ddowns-goondiwind-hs.asp,< 50,Member of Ramsay Health Care Australia Pty Ltd,"['Domiciliary care unit', 'Emergency services', 'Maintenance renal dialysis unit', 'Obstetric services']"
Gordonvale Hospital,Public,1-11 Highleigh Road,"Gordonvale, Qld 4865","
07 4043 3100
",http://www.health.qld.gov.au/services/cairns-hinterland/cairns_gord_hosp.asp,< 50,Member of Ramsay Health Care Australia Pty Ltd,"['Domiciliary care unit', 'Emergency services']"
Gosford Hospital,Public,76 Holden Street,"Gosford, NSW 2250","
02 4320 2111
",http://www.cclhd.health.nsw.gov.au/,200–500,Member of Ramsay Health Care Australia Pty Ltd,"['Acute renal dialysis unit', 'Coronary care unit', 'Diabetes unit', 'Emergency department', 'Geriatric assessment unit', 'Intensive care unit', 'Maintenance renal dialysis unit', 'Obstetric services', 'Oncology unit', 'Paediatric service', 'Psychiatric unit', 'Rehabilitation unit', 'Sleep centre']"
Goulburn Hospital,Public,130 Goldsmith Street,"Goulburn, NSW 2580","
02 4827 3111
",http://www.cclhd.health.nsw.gov.au/,100–199,Member of Ramsay Health Care Australia Pty Ltd,"['Alcohol and drug unit', 'Coronary care unit', 'Domiciliary care unit', 'Emergency department', 'Intensive care unit', 'Maintenance renal dialysis unit', 'Obstetric services', 'Paediatric service', 'Psychiatric unit', 'Rehabilitation unit']"
Goulburn Valley Health [Shepparton],Public,2 Graham Street,"Shepparton, Vic 3630","
03 5832 2322
",http://www.cclhd.health.nsw.gov.au/,200–500,Member of Ramsay Health Care Australia Pty Ltd,"['Acute renal dialysis unit', 'Emergency department', 'Nursing home care unit']"
Goulburn Valley Health [Tatura],Public,64-68 Park Street,"Tatura, Vic 3616","
03 5824 8400
",http://www.cclhd.health.nsw.gov.au/,< 50,Member of Ramsay Health Care Australia Pty Ltd,['Nursing home care unit']
Goulburn Valley Health [Waranga],Public,14 Coyle Street,"Rushworth, Vic 3612","
03 5851 8050
",http://www.gvhealth.org.au,< 50,Member of Ramsay Health Care Australia Pty Ltd,['Nursing home care unit']
Gove Hospital,Public,80 Matthew Flinders Way,"Nhulunbuy, NT 880","
08 8987 0211
",https://nt.gov.au/wellbeing/hospitals-health-services/gove-district-hospital,< 50,Member of Ramsay Health Care Australia Pty Ltd,"['Alcohol and drug unit', 'Domiciliary care unit', 'Emergency department', 'Obstetric services']"
Gower Wilson Multi Purpose Service,Public,Lagoon Road,"Lord Howe Island, NSW 2898","
02 6563 2000
",http://www.seslhd.health.nsw.gov.au/Health_Services/LordHoweIsland.asp,< 50,Member of Ramsay Health Care Australia Pty Ltd,['Emergency services']
Grafton Base Hospital,Public,174 Arthur Street,"Grafton, NSW 2460","
02 6640 2222
",http://www.seslhd.health.nsw.gov.au/Health_Services/LordHoweIsland.asp,50–99,Member of Ramsay Health Care Australia Pty Ltd,"['Domiciliary care unit', 'Emergency department', 'Maintenance renal dialysis unit', 'Obstetric services', 'Oncology unit', 'Paediatric service']"
Graylands Selby-Lemnos and Special Care Health Service,Public,Brockway Road,"Mount Claremont, WA 6010","
08 9347 6600
",http://www.health.wa.gov.au/services/detail.cfm?Unit_ID=72,100–199,Member of Ramsay Health Care Australia Pty Ltd,['Psychiatric unit']
Greenslopes Day Surgery,Private,687 Logan Road,"Greenslopes, Qld 4120","
1800 802 562
",http://www.gsds.com.au,< 50,,[]
Greenslopes Private Hospital,Private,Newdegate Street,"Greenslopes, Qld 4120","
07 3394 7111
",http://www.greenslopesprivate.com.au,> 500,Member of Ramsay Health Care Australia Pty Ltd,"['Acute renal dialysis unit', 'Coronary care unit', 'Emergency department', 'Intensive care unit', 'Obstetric services', 'Psychiatric unit']"
Greenwich Hospital,Public,97-115 River Road,"Greenwich, NSW 2065","
02 9903 8333
",http://www.greenwichhospital.com.au,50–99,Member of Ramsay Health Care Australia Pty Ltd,"['Geriatric assessment unit', 'Hospice care unit', 'Psychiatric unit', 'Rehabilitation unit']"
Grenfell Multi Purpose Service,Public,80-96 Cowra Road,"Grenfell, NSW 2810","
02 6349 1700
",http://www.greenwichhospital.com.au,< 50,Member of Ramsay Health Care Australia Pty Ltd,"['Domiciliary care unit', 'Emergency department', 'Nursing home care unit']"
Griffith Base Hospital,Public,1 Noorebar Avenue,"Griffith, NSW 2680","
02 6969 5555
",http://www.greenwichhospital.com.au,50–99,Member of Ramsay Health Care Australia Pty Ltd,"['Alcohol and drug unit', 'Coronary care unit', 'Domiciliary care unit', 'Emergency department', 'Intensive care unit', 'Maintenance renal dialysis unit', 'Obstetric services', 'Oncology unit', 'Paediatric service', 'Rehabilitation unit']"
Griffith Rehabilitation Hospital,Private,13 Dunrobin Road,"Hove, SA 5048","
08 8298 4299
",http://www.griffithrehabilitationhospital.com.au,50–99,Member of Healthscope,[]
Gulargambone Multi Purpose Service,Public,47 Bourbah Street,"Gulargambone, NSW 2828","
02 6827 4200
",http://www.griffithrehabilitationhospital.com.au,< 50,Member of Healthscope,"['Domiciliary care unit', 'Nursing home care unit']"
Gulgong Multi Purpose Service,Public,34 Goolma Road,"Gulgong, NSW 2852","
02 6374 3400
",http://www.griffithrehabilitationhospital.com.au,< 50,Member of Healthscope,['Emergency department']
Gumeracha District Soldiers' Memorial Hospital,Public,2 Albert Street,"Gumeracha, SA 5233","
08 8209 9200
",http://www.sahealth.sa.gov.au/gumerachahospital,< 50,Member of Healthscope,"['Emergency services', 'Nursing home care unit']"
Gundagai Hospital,Public,50 Tor Street,"Gundagai, NSW 2722","
02 6940 6300
",http://www.sahealth.sa.gov.au/gumerachahospital,< 50,Member of Healthscope,"['Alcohol and drug unit', 'Domiciliary care unit', 'Emergency department', 'Nursing home care unit']"
Gunnedah Hospital,Public,2 Marquis Street,"Gunnedah, NSW 2380","
02 6741 8000
",http://www.sahealth.sa.gov.au/gumerachahospital,< 50,Member of Healthscope,"['Domiciliary care unit', 'Emergency department', 'Hospice care unit', 'Obstetric services']"
Guyra Multi Purpose Service,Public,44-48 Sole Street,"Guyra, NSW 2365","
02 6738 4000
",http://www.sahealth.sa.gov.au/gumerachahospital,< 50,Member of Healthscope,"['Domiciliary care unit', 'Emergency department', 'Hospice care unit', 'Nursing home care unit']"
Gympie Hospital,Public,12 Henry Street,"Gympie, Qld 4570","
07 5489 8444
",http://www.health.qld.gov.au/services/sunshinecoast/gympie.asp,50–99,Member of Healthscope,"['Acute renal dialysis unit', 'Emergency department', 'Hospice care unit', 'Obstetric services', 'Oncology unit', 'Paediatric service', 'Rehabilitation unit']"
Gympie Private Hospital,Private,78-82 Channon Street,"Gympie, Qld 4570","
07 5483 0500
",http://www.pulsehealth.net.au,< 50,Member of Healthe Care,[]
Halls Creek Hospital,Public,70 Roberta Avenue,"Halls Creek, WA 6770","
08 9168 9222
",http://www.health.wa.gov.au/services/detail.cfm?Unit_ID=74,< 50,Member of Healthe Care,['Emergency services']
Hampstead Rehabilitation Centre,Public,207-255 Hampstead Road,"Northfield, SA 5085","
08 8222 1600
",http://www.health.wa.gov.au/services/detail.cfm?Unit_ID=74,100–199,Member of Healthe Care,"['Geriatric assessment unit', 'Maintenance renal dialysis unit', 'Rehabilitation unit']"
Harvey Hospital,Public,42 Hayward Street,"Harvey, WA 6220","
08 9782 2222
",http://www.health.wa.gov.au/services/detail.cfm?Unit_ID=75,< 50,Member of Healthe Care,"['Domiciliary care unit', 'Emergency services', 'Geriatric assessment unit', 'Nursing home care unit']"
Hawker Memorial Hospital,Public,Cradock Road,"Hawker, SA 5434","
08 8648 4007
",http://www.sahealth.sa.gov.au/hawkerhospital,< 50,Member of Healthe Care,"['Domiciliary care unit', 'Emergency services', 'Nursing home care unit']"
Hawkesbury Hospital,Public,2 Day Street,"Windsor, NSW 2756","
02 4560 5555
",http://www.sahealth.sa.gov.au/hawkerhospital,50–99,Member of Healthe Care,"['Coronary care unit', 'Domiciliary care unit', 'Emergency department', 'Geriatric assessment unit', 'Obstetric services', 'Paediatric service']"
Hay Hospital,Public,351 Murray Street,"Hay, NSW 2711","
02 6990 8700
",http://www.sahealth.sa.gov.au/hawkerhospital,< 50,Member of Healthe Care,"['Alcohol and drug unit', 'Domiciliary care unit', 'Emergency department', 'Nursing home care unit']"
Healesville Hospital and Yarra Valley Health,Public,377 Maroondah Highway,"Healesville, Vic 3777","
03 5962 4300
",https://www.easternhealth.org.au/locations/healesville-hospital-and-yarra-valley-health,< 50,Member of Healthe Care,[]
Healthscope Independence Services,Private,13 Corporate Drive,"Moorabbin, Vic 3189","
03 8551 8888
",http://healthscopeindependenceservices.com.au,not available,Member of Healthscope,[]
HealthWest (West Coast District Hospital at Queenstown),Public,Orr Street,"Queenstown, Tas 7467","
03 6471 3300
",http://www.dhhs.tas.gov.au/service_information/service_delivery_points/healthwest_-_west_coast_district_hospital_at_queenstown,< 50,Member of Healthscope,[]
Heathcote Health,Public,39 Hospital Street,"Heathcote, Vic 3523","
03 5431 0900
",http://www.dhhs.tas.gov.au/service_information/service_delivery_points/healthwest_-_west_coast_district_hospital_at_queenstown,< 50,Member of Healthscope,"['Domiciliary care unit', 'Emergency services', 'Nursing home care unit']"
Hedland Health Campus,Public,34 Colebatch Way,"South Hedland, WA 6722","
08 9174 1410
",http://www.health.wa.gov.au/services/detail.cfm?Unit_ID=152,50–99,Member of Healthscope,"['Domiciliary care unit', 'Emergency department', 'Geriatric assessment unit', 'Maintenance renal dialysis unit', 'Nursing home care unit', 'Obstetric services', 'Paediatric service']"
Heidelberg Endoscopy & Day Surgery Centre,Private,177-179 Northern Road,"Heidelberg Heights, Vic 3081","
03 9458 2200
",http://www.health.wa.gov.au/services/detail.cfm?Unit_ID=152,< 50,,[]
Heidelberg Repatriation Hospital [Heidelberg West],Public,300 Waterdale Road,"Heidelberg West, Vic 3081","
03 9496 5000
",http://www.austin.org.au,100–199,,"['Hospice care unit', 'Nursing home care unit', 'Psychiatric unit', 'Rehabilitation unit']"
Henty Multi Purpose Service,Public,7 Keighran Street,"Henty, NSW 2658","
02 6929 4999
",http://www.austin.org.au,< 50,,"['Alcohol and drug unit', 'Domiciliary care unit', 'Emergency department', 'Nursing home care unit']"
Herberton Hospital,Public,23 Grace Street,"Herberton, Qld 4887","
07 4096 1000
",http://www.health.qld.gov.au/services/cairns-hinterland/cairns_herberton_hosp.asp,< 50,,"['Emergency services', 'Nursing home care unit']"
Hervey Bay Hospital,Public,Corner of Nissen and Uraween Roads,"Pialba, Qld 4655","
07 4120 6666
",http://www.health.qld.gov.au/services/widebay/wb-herveybay.asp,100–199,,"['Acute renal dialysis unit', 'Coronary care unit', 'Emergency department', 'Obstetric services', 'Oncology unit', 'Paediatric service']"
Hervey Bay Surgical Hospital,Private,146-150 Boat Harbour Drive,"Pialba, Qld 4655","
07 4194 4000
",http://www.health.qld.gov.au/services/widebay/wb-herveybay.asp,< 50,,[]
Hesse Rural Health Service [Winchelsea],Public,8 Gosney Street,"Winchelsea, Vic 3241","
03 5267 1200
",http://www.health.qld.gov.au/services/widebay/wb-herveybay.asp,< 50,,['Emergency services']
Heywood Rural Health,Public,21 Barclay Street,"Heywood, Vic 3304","
03 5527 1204
",http://www.heywoodruralhealth.com.au,< 50,,"['Domiciliary care unit', 'Emergency services', 'Nursing home care unit']"
Hillcrest Rockhampton Private Hospital,Private,4 Talford Street,"Rockhampton, Qld 4700","
07 4932 1321
",http://www.hillcrestprivate.com.au/,50–99,Member of Ramsay Health Care Australia Pty Ltd,['Psychiatric unit']
Hillston Hospital,Public,48C Burns Street,"Hillston, NSW 2675","
02 6961 7200
",http://www.hillcrestprivate.com.au/,< 50,Member of Ramsay Health Care Australia Pty Ltd,"['Alcohol and drug unit', 'Domiciliary care unit', 'Emergency department', 'Nursing home care unit']"
Hobart Private Hospital,Private,Argyle Street,"Hobart, Tas 7000","
03 6214 3000
",http://www.hobartprivatehospital.com.au,100–199,Member of Healthscope,"['Coronary care unit', 'Emergency department', 'Obstetric services', 'Paediatric service']"
Hobsons Bay Endoscopy Centre Altona,Private,Corner of Queen and Sargood Streets,"Altona, Vic 3018","
03 9398 8800
",http://hobsonsbayendoscopy.com.au,not available,,[]
Hobsons Bay Endoscopy Centre Sydenham,Private,566 Melton Highway,"Sydenham, Vic 3037","
03 8361 6400
",http://hobsonsbayendoscopy.com.au,not available,,[]
Hobsons Bay Endoscopy Centre Werribee,Private,179 Princes Highway,"Werribee, Vic 3030","
03 9731 8000
",http://hobsonsbayendoscopy.com.au,not available,,[]
Holbrook Hospital,Public,Bowler Street,"Holbrook, NSW 2644","
02 6036 2522
",http://hobsonsbayendoscopy.com.au,< 50,,"['Alcohol and drug unit', 'Domiciliary care unit', 'Emergency department', 'Nursing home care unit']"
Hollywood Private Hospital,Private,Monash Avenue,"Nedlands, WA 6009","
08 9346 6000
",http://www.hollywoodprivate.com.au,> 500,Member of Ramsay Health Care Australia Pty Ltd,"['Coronary care unit', 'Geriatric assessment unit', 'Hospice care unit', 'Intensive care unit', 'Paediatric service', 'Psychiatric unit']"
Holy Spirit Northside Private Hospital,Private,627 Rode Road,"Chermside, Qld 4032","
07 3326 3000
",http://hsnph.org.au,200–500,Member of St Vincent's Health Australia,"['Coronary care unit', 'Emergency services', 'Intensive care unit']"
Home Hill Hospital,Public,Tenth Avenue,"Home Hill, Qld 4806","
07 4790 5700
",http://www.health.qld.gov.au/services/townsville/tville_hhill_hosp.asp,< 50,Member of St Vincent's Health Australia,['Emergency services']
Hopewell Hospice,Private,88 Allied Drive,"Arundel, Qld 4214","
07 5563 2930
",http://www.hopewell.org.au,< 50,,['Hospice care unit']
Hornsby Ku-ring-gai Hospital,Public,36-76 Palmerston Road,"Hornsby, NSW 2077","
02 9477 9123
",http://www.nslhd.health.nsw.gov.au/hospitals/hornsby/,200–500,,"['Coronary care unit', 'Domiciliary care unit', 'Emergency department', 'Geriatric assessment unit', 'Intensive care unit', 'Obstetric services', 'Oncology unit', 'Paediatric service', 'Psychiatric unit', 'Rehabilitation unit']"
Hughenden Hospital,Public,14 Richmond Hill Drive,"Hughenden, Qld 4821","
07 4741 2800
",http://www.health.qld.gov.au/services/townsville/tville_hugh_hc.asp,< 50,,['Emergency services']
Hunter New England Mater Mental Health Service,Public,Edith Street,"Waratah, NSW 2298","
02 4033 5000
",http://www.health.qld.gov.au/services/townsville/tville_hugh_hc.asp,100–199,,"['Alcohol and drug unit', 'Psychiatric unit']"
Hunter Valley Private Hospital,Private,20 Mawson Street,"Shortland, NSW 2307","
02 4944 3744
",http://www.hvph.com.au,50–99,,[]
Hunters Hill Private Hospital,Private,9 Mount Street,"Hunters Hill, NSW 2110","
02 8876 9300
",http://www.huntershillprivate.com.au,< 50,Member of Ramsay Health Care Australia Pty Ltd,[]
Huon Eldercare,Public,3278 Huon Highway,"Franklin, Tas 7113","
03 6264 7100
",http://www.dhhs.tas.gov.au/service_information/service_delivery_points/community_health_centre_-_huon,< 50,Member of Ramsay Health Care Australia Pty Ltd,[]
Hurstville Private,Private,37 Gloucester Road,"Hurstville, NSW 2220","
02 9579 7777
",http://www.hurstvilleprivate.com.au,50–99,Member of Healthe Care,"['Obstetric services', 'Paediatric service']"
Illawarra Mental Health Services,Public,37 Gloucester Road,"Hurstville, NSW 2220","
02 9579 7777
",http://www.hurstvilleprivate.com.au,,Member of Healthe Care,[]
Ingham Hospital,Public,2-16 Mcilwraith Street,"Ingham, Qld 4850","
07 4720 3000
",http://www.health.qld.gov.au/services/townsville/tville_ingham_hs.asp,< 50,Member of Healthe Care,['Emergency services']
Inglewood & District Health Service,Public,3 Hospital Street,"Inglewood, Vic 3517","
03 5431 7000
",http://www.health.qld.gov.au/services/townsville/tville_ingham_hs.asp,< 50,Member of Healthe Care,"['Emergency services', 'Nursing home care unit']"
Inglewood Hospital,Public,Cunningham Highway,"Inglewood, Qld 4387","
07 4652 0888
",http://www.health.qld.gov.au/services/darlingdowns/ddowns-inglewood-hs.asp,< 50,Member of Healthe Care,"['Domiciliary care unit', 'Emergency services']"
Injune Hospital,Public,Fifth Avenue,"Injune, Qld 4454","
07 4626 1188
",http://www.health.qld.gov.au/services/southwest/swest_injune_hosp.asp,< 50,Member of Healthe Care,"['Domiciliary care unit', 'Emergency services']"
Innisfail Hospital,Public,87 Rankin Street,"Innisfail, Qld 4860","
07 4016 1411
",http://www.health.qld.gov.au/services/cairns-hinterland/cairns_innis_hosp.asp,50–99,Member of Healthe Care,"['Emergency services', 'Obstetric services']"
Inverell Hospital,Public,41 Swanbrook Road,"Inverell, NSW 2360","
02 6721 9500
",http://www.health.qld.gov.au/services/cairns-hinterland/cairns_innis_hosp.asp,< 50,Member of Healthe Care,"['Alcohol and drug unit', 'Domiciliary care unit', 'Emergency department', 'Hospice care unit', 'Maintenance renal dialysis unit', 'Obstetric services']"
Ipswich Day Hospital,Private,10 Churchill Street,"Ipswich, Qld 4305","
07 3282 8800
",http://www.curagroup.com.au/ipswich-day-hospital,< 50,Member of Cura Day Hospitals Group,[]
Ipswich Hospital,Public,Chelmsford Avenue,"Ipswich, Qld 4305","
07 3810 1111
",http://www.health.qld.gov.au/services/westmoreton/ipswich-hosp.asp,200–500,Member of Cura Day Hospitals Group,"['Coronary care unit', 'Diabetes unit', 'Emergency department', 'Geriatric assessment unit', 'Hospice care unit', 'Maintenance renal dialysis unit', 'Major plastic or reconstructive surgery unit', 'Obstetric services', 'Oncology unit', 'Paediatric service', 'Psychiatric unit', 'Rehabilitation unit']"
Ivanhoe Hospital,Public,11 Columbus Street,"Ivanhoe, NSW 2878","
02 6990 2200
",http://www.health.qld.gov.au/services/westmoreton/ipswich-hosp.asp,< 50,Member of Cura Day Hospitals Group,['Emergency department']
Jamestown Hospital and Health Service,Public,South Terrace,"Jamestown, SA 5491","
08 8664 1406
",http://www.sahealth.sa.gov.au/jamestownhospital,< 50,Member of Cura Day Hospitals Group,"['Domiciliary care unit', 'Emergency services', 'Nursing home care unit', 'Obstetric services']"
Jandowae Hospital,Public,13 Dalby Street,"Jandowae, Qld 4410","
07 4668 4555
",http://www.health.qld.gov.au/services/darlingdowns/ddowns-jandowae-hs.asp,< 50,Member of Cura Day Hospitals Group,"['Domiciliary care unit', 'Emergency services']"
